,"formula is  #=LEFT(B3,FIND(""_"",B3)-1)",,,Formula
3163,Atheris_barbouri,Atheris,,Atheris
3164,Atheris_ceratophora,Atheris,,Atheris
3165,Atheris_chlorechis,Atheris,,Atheris
3166,Atheris_hispida,Atheris,,Atheris
3167,Atheris_squamigera,Atheris,,Atheris
3168,Atheris_nitschei,Atheris,,Atheris
3169,Atheris_desaixi,Atheris,,Atheris
3170,Bitis_arietans,Bitis,,Bitis
3171,Bitis_worthingtoni,Bitis,,Bitis
3172,Bitis_gabonica,Bitis,,Bitis
3173,Bitis_nasicornis,Bitis,,Bitis
3174,Bitis_peringueyi,Bitis,,Bitis
3175,Bitis_caudalis,Bitis,,Bitis
3176,Bitis_xeropaga,Bitis,,Bitis
3177,Bitis_atropos,Bitis,,Bitis
3178,Bitis_cornuta,Bitis,,Bitis
3179,Bitis_rubida,Bitis,,Bitis
3180,Azemiops_feae,Azemiops,,Azemiops
3181,Garthius_chaseni,Garthius,,Garthius
3182,Deinagkistrodon_acutus,Deinagkistrodon,,Deinagkistrodon
3183,Tropidolaemus_wagleri,Tropidolaemus,,Tropidolaemus
3184,Calloselasma_rhodostoma,Calloselasma,,Calloselasma
3185,Hypnale_nepa,Hypnale,,Hypnale
3186,Hypnale_zara,Hypnale,,Hypnale
3187,Hypnale_hypnale,Hypnale,,Hypnale
3188,Trimeresurus_puniceus,Trimeresurus,,Trimeresurus
3189,Trimeresurus_borneensis,Trimeresurus,,Trimeresurus
3190,Trimeresurus_malabaricus,Trimeresurus,,Trimeresurus
3191,Trimeresurus_trigonocephalus,Trimeresurus,,Trimeresurus
3192,Trimeresurus_gramineus,Trimeresurus,,Trimeresurus
3193,Trimeresurus_hageni,Trimeresurus,,Trimeresurus
3194,Trimeresurus_malcolmi,Trimeresurus,,Trimeresurus
3195,Trimeresurus_flavomaculatus,Trimeresurus,,Trimeresurus
3196,Trimeresurus_schultzei,Trimeresurus,,Trimeresurus
3197,Trimeresurus_sumatranus,Trimeresurus,,Trimeresurus
3198,Trimeresurus_tibetanus,Trimeresurus,,Trimeresurus
3199,Trimeresurus_popeiorum,Trimeresurus,,Trimeresurus
3200,Viridovipera_medoensis,Viridovipera,,Viridovipera
3201,Viridovipera_yunnanensis,Viridovipera,,Viridovipera
3202,Viridovipera_gumprechti,Viridovipera,,Viridovipera
3203,Viridovipera_stejnegeri,Viridovipera,,Viridovipera
3204,Viridovipera_vogeli,Viridovipera,,Viridovipera
3205,Trimeresurus_venustus,Trimeresurus,,Trimeresurus
3206,Trimeresurus_kanburiensis,Trimeresurus,,Trimeresurus
3207,Trimeresurus_macrops,Trimeresurus,,Trimeresurus
3208,Trimeresurus_fasciatus,Trimeresurus,,Trimeresurus
3209,Trimeresurus_insularis,Trimeresurus,,Trimeresurus
3210,Trimeresurus_andersonii,Trimeresurus,,Trimeresurus
3211,Trimeresurus_septentrionalis,Trimeresurus,,Trimeresurus
3212,Trimeresurus_albolabris,Trimeresurus,,Trimeresurus
3213,Trimeresurus_cantori,Trimeresurus,,Trimeresurus
3214,Trimeresurus_purpureomaculatus,Trimeresurus,,Trimeresurus
3215,Trimeresurus_erythrurus,Trimeresurus,,Trimeresurus
3216,Ovophis_okinavensis,Ovophis,,Ovophis
3217,Trimeresurus_gracilis,Trimeresurus,,Trimeresurus
3218,Gloydius_tsushimaensis,Gloydius,,Gloydius
3219,Gloydius_brevicaudus,Gloydius,,Gloydius
3220,Gloydius_blomhoffii,Gloydius,,Gloydius
3221,Gloydius_ussuriensis,Gloydius,,Gloydius
3222,Gloydius_strauchi,Gloydius,,Gloydius
3223,Gloydius_halys,Gloydius,,Gloydius
3224,Gloydius_shedaoensis,Gloydius,,Gloydius
3225,Gloydius_saxatilis,Gloydius,,Gloydius
3226,Gloydius_intermedius,Gloydius,,Gloydius
3227,Ovophis_monticola,Ovophis,,Ovophis
3228,Ovophis_zayuensis,Ovophis,,Ovophis
3229,Ovophis_tonkinensis,Ovophis,,Ovophis
3230,Protobothrops_sieversorum,Protobothrops,,Protobothrops
3231,Protobothrops_kaulbacki,Protobothrops,,Protobothrops
3232,Protobothrops_mangshanensis,Protobothrops,,Protobothrops
3233,Protobothrops_cornutus,Protobothrops,,Protobothrops
3234,Protobothrops_jerdonii,Protobothrops,,Protobothrops
3235,Protobothrops_xiangchengensis,Protobothrops,,Protobothrops
3236,Protobothrops_mucrosquamatus,Protobothrops,,Protobothrops
3237,Protobothrops_elegans,Protobothrops,,Protobothrops
3238,Protobothrops_tokarensis,Protobothrops,,Protobothrops
3239,Protobothrops_flavoviridis,Protobothrops,,Protobothrops
3240,Atropoides_occiduus,Atropoides,,Atropoides
3241,Atropoides_olmec,Atropoides,,Atropoides
3242,Atropoides_nummifer,Atropoides,,Atropoides
3243,Atropoides_picadoi,Atropoides,,Atropoides
3244,Cerrophidion_godmani,Cerrophidion,,Cerrophidion
3245,Cerrophidion_tzotzilorum,Cerrophidion,,Cerrophidion
3246,Cerrophidion_petlalcalensis,Cerrophidion,,Cerrophidion
3247,Porthidium_dunni,Porthidium,,Porthidium
3248,Porthidium_ophryomegas,Porthidium,,Porthidium
3249,Porthidium_yucatanicum,Porthidium,,Porthidium
3250,Porthidium_nasutum,Porthidium,,Porthidium
3251,Porthidium_lansbergii,Porthidium,,Porthidium
3252,Porthidium_porrasi,Porthidium,,Porthidium
3253,Bothrocophias_campbelli,Bothrocophias,,Bothrocophias
3254,Bothrocophias_microphthalmus,Bothrocophias,,Bothrocophias
3255,Bothrocophias_hyoprora,Bothrocophias,,Bothrocophias
3256,Bothrops_pictus,Bothrops,,Bothrops
3257,Bothrops_ammodytoides,Bothrops,,Bothrops
3258,Bothrops_alternatus,Bothrops,,Bothrops
3259,Bothrops_itapetiningae,Bothrops,,Bothrops
3260,Bothrops_fonsecai,Bothrops,,Bothrops
3261,Bothrops_cotiara,Bothrops,,Bothrops
3262,Bothrops_pulchra,Bothrops,,Bothrops
3263,Bothrops_chloromelas,Bothrops,,Bothrops
3264,Bothrops_taeniata,Bothrops,,Bothrops
3265,Bothrops_bilineata,Bothrops,,Bothrops
3266,Bothrops_erythromelas,Bothrops,,Bothrops
3267,Bothrops_neuwiedi,Bothrops,,Bothrops
3268,Bothrops_diporus,Bothrops,,Bothrops
3269,Bothrops_jararaca,Bothrops,,Bothrops
3270,Bothrops_alcatraz,Bothrops,,Bothrops
3271,Bothrops_insularis,Bothrops,,Bothrops
3272,Bothrops_jararacussu,Bothrops,,Bothrops
3273,Bothrops_brazili,Bothrops,,Bothrops
3274,Bothrops_punctatus,Bothrops,,Bothrops
3275,Bothrops_caribbaeus,Bothrops,,Bothrops
3276,Bothrops_lanceolatus,Bothrops,,Bothrops
3277,Bothrops_asper,Bothrops,,Bothrops
3278,Bothrops_marajoensis,Bothrops,,Bothrops
3279,Bothrops_colombiensis,Bothrops,,Bothrops
3280,Bothrops_atrox,Bothrops,,Bothrops
3281,Bothrops_moojeni,Bothrops,,Bothrops
3282,Bothrops_leucurus,Bothrops,,Bothrops
3283,Ophryacus_undulatus,Ophryacus,,Ophryacus
3284,Mixcoatlus_melanurus,Mixcoatlus,,Mixcoatlus
3285,Mixcoatlus_barbouri,Mixcoatlus,,Mixcoatlus
3286,Lachesis_stenophrys,Lachesis,,Lachesis
3287,Lachesis_muta,Lachesis,,Lachesis
3288,Bothriechis_schlegelii,Bothriechis,,Bothriechis
3289,Bothriechis_nigroviridis,Bothriechis,,Bothriechis
3290,Bothriechis_lateralis,Bothriechis,,Bothriechis
3291,Bothriechis_bicolor,Bothriechis,,Bothriechis
3292,Bothriechis_aurifer,Bothriechis,,Bothriechis
3293,Bothriechis_rowleyi,Bothriechis,,Bothriechis
3294,Bothriechis_thalassinus,Bothriechis,,Bothriechis
3295,Bothriechis_marchi,Bothriechis,,Bothriechis
3296,Agkistrodon_contortrix,Agkistrodon,,Agkistrodon
3297,Agkistrodon_piscivorus,Agkistrodon,,Agkistrodon
3298,Agkistrodon_taylori,Agkistrodon,,Agkistrodon
3299,Agkistrodon_bilineatus,Agkistrodon,,Agkistrodon
3300,Sistrurus_miliarius,Sistrurus,,Sistrurus
3301,Sistrurus_catenatus,Sistrurus,,Sistrurus
3302,Crotalus_pricei,Crotalus,,Crotalus
3303,Crotalus_intermedius,Crotalus,,Crotalus
3304,Crotalus_transversus,Crotalus,,Crotalus
3305,Crotalus_tancitarensis,Crotalus,,Crotalus
3306,Crotalus_pusillus,Crotalus,,Crotalus
3307,Crotalus_triseriatus,Crotalus,,Crotalus
3308,Crotalus_lepidus,Crotalus,,Crotalus
3309,Crotalus_aquilus,Crotalus,,Crotalus
3310,Crotalus_polystictus,Crotalus,,Crotalus
3311,Crotalus_enyo,Crotalus,,Crotalus
3312,Crotalus_ravus,Crotalus,,Crotalus
3313,Crotalus_cerastes,Crotalus,,Crotalus
3314,Crotalus_horridus,Crotalus,,Crotalus
3315,Crotalus_willardi,Crotalus,,Crotalus
3316,Crotalus_simus,Crotalus,,Crotalus
3317,Crotalus_durissus,Crotalus,,Crotalus
3318,Crotalus_basiliscus,Crotalus,,Crotalus
3319,Crotalus_totonacus,Crotalus,,Crotalus
3320,Crotalus_molossus,Crotalus,,Crotalus
3321,Crotalus_atrox,Crotalus,,Crotalus
3322,Crotalus_atrox2,Crotalus,,Crotalus
3323,Crotalus_catalinensis,Crotalus,,Crotalus
3324,Crotalus_ruber,Crotalus,,Crotalus
3325,Crotalus_scutulatus,Crotalus,,Crotalus
3326,Crotalus_viridis,Crotalus,,Crotalus
3327,Crotalus_oreganus,Crotalus,,Crotalus
3328,Crotalus_mitchellii,Crotalus,,Crotalus
3329,Crotalus_adamanteus,Crotalus,,Crotalus
3330,Crotalus_tigris,Crotalus,,Crotalus
3331,Myrrophis_chinensis,Myrrophis,,Myrrophis
3332,Hypsiscopus_matannensis,Hypsiscopus,,Hypsiscopus
3333,Hypsiscopus_plumbea,Hypsiscopus,,Hypsiscopus
3334,Enhydris_enhydris,Enhydris,,Enhydris
3335,Enhydris_jagorii,Enhydris,,Enhydris
3336,Enhydris_innominata,Enhydris,,Enhydris
3337,Enhydris_longicauda,Enhydris,,Enhydris
3338,Pseudoferania_polylepis,Pseudoferania,,Pseudoferania
3339,Myron_richardsonii,Myron,,Myron
3340,Erpeton_tentaculatum,Erpeton,,Erpeton
3341,Subsessor_bocourti,Subsessor,,Subsessor
3342,Bitia_hydroides,Bitia,,Bitia
3343,Cantoria_violacea,Cantoria,,Cantoria
3344,Gerarda_prevostiana,Gerarda,,Gerarda
3345,Fordonia_leucobalia,Fordonia,,Fordonia
3346,Phytolopsis_punctata,Phytolopsis,,Phytolopsis
3347,Homalopsis_buccata,Homalopsis,,Homalopsis
3348,Cerberus_australis,Cerberus,,Cerberus
3349,Cerberus_microlepis,Cerberus,,Cerberus
3350,Cerberus_rynchops,Cerberus,,Cerberus
3351,Prosymna_ruspolii,Prosymna,,Prosymna
3352,Prosymna_visseri,Prosymna,,Prosymna
3353,Prosymna_janii,Prosymna,,Prosymna
3354,Prosymna_greigerti,Prosymna,,Prosymna
3355,Prosymna_meleagris,Prosymna,,Prosymna
3356,Rhamphiophis_rubropunctatus,Rhamphiophis,,Rhamphiophis
3357,Rhamphiophis_oxyrhynchus,Rhamphiophis,,Rhamphiophis
3358,Rhagerhis_moilensis,Rhagerhis,,Rhagerhis
3359,Malpolon_monspessulanus,Malpolon,,Malpolon
3360,Mimophis_mahfalensis,Mimophis,,Mimophis
3361,Dipsina_multimaculata,Dipsina,,Dipsina
3362,Hemirhagerrhis_viperina,Hemirhagerrhis,,Hemirhagerrhis
3363,Hemirhagerrhis_kelleri,Hemirhagerrhis,,Hemirhagerrhis
3364,Hemirhagerrhis_hildebrandtii,Hemirhagerrhis,,Hemirhagerrhis
3365,Psammophylax_acutus,Psammophylax,,Psammophylax
3366,Psammophylax_rhombeatus,Psammophylax,,Psammophylax
3367,Psammophylax_variabilis,Psammophylax,,Psammophylax
3368,Psammophylax_tritaeniatus,Psammophylax,,Psammophylax
3369,Psammophis_crucifer,Psammophis,,Psammophis
3370,Psammophis_lineolatus,Psammophis,,Psammophis
3371,Psammophis_condanarus,Psammophis,,Psammophis
3372,Psammophis_trigrammus,Psammophis,,Psammophis
3373,Psammophis_jallae,Psammophis,,Psammophis
3374,Psammophis_notostictus,Psammophis,,Psammophis
3375,Psammophis_leightoni,Psammophis,,Psammophis
3376,Psammophis_angolensis,Psammophis,,Psammophis
3377,Psammophis_schokari,Psammophis,,Psammophis
3378,Psammophis_praeornatus,Psammophis,,Psammophis
3379,Psammophis_punctulatus,Psammophis,,Psammophis
3380,Psammophis_biseriatus,Psammophis,,Psammophis
3381,Psammophis_tanganicus,Psammophis,,Psammophis
3382,Psammophis_lineatus,Psammophis,,Psammophis
3383,Psammophis_subtaeniatus,Psammophis,,Psammophis
3384,Psammophis_sudanensis,Psammophis,,Psammophis
3385,Psammophis_orientalis,Psammophis,,Psammophis
3386,Psammophis_rukwae,Psammophis,,Psammophis
3387,Psammophis_sibilans,Psammophis,,Psammophis
3388,Psammophis_leopardinus,Psammophis,,Psammophis
3389,Psammophis_mossambicus,Psammophis,,Psammophis
3390,Psammophis_phillipsi,Psammophis,,Psammophis
3391,Homoroselaps_lacteus,Homoroselaps,,Homoroselaps
3392,Atractaspis_microlepidota,Atractaspis,,Atractaspis
3393,Atractaspis_boulengeri,Atractaspis,,Atractaspis
3394,Atractaspis_irregularis,Atractaspis,,Atractaspis
3395,Atractaspis_bibronii,Atractaspis,,Atractaspis
3396,Atractaspis_corpulenta,Atractaspis,,Atractaspis
3397,Atractaspis_micropholis,Atractaspis,,Atractaspis
3398,Aparallactus_modestus,Aparallactus,,Aparallactus
3399,Aparallactus_werneri,Aparallactus,,Aparallactus
3400,Aparallactus_guentheri,Aparallactus,,Aparallactus
3401,Aparallactus_capensis,Aparallactus,,Aparallactus
3402,Polemon_notatus,Polemon,,Polemon
3403,Polemon_collaris,Polemon,,Polemon
3404,Polemon_acanthias,Polemon,,Polemon
3405,Macrelaps_microlepidotus,Macrelaps,,Macrelaps
3406,Amblyodipsas_polylepis,Amblyodipsas,,Amblyodipsas
3407,Amblyodipsas_dimidiata,Amblyodipsas,,Amblyodipsas
3408,Xenocalamus_transvaalensis,Xenocalamus,,Xenocalamus
3409,Pseudaspis_cana,Pseudaspis,,Pseudaspis
3410,Pythonodipsas_carinata,Pythonodipsas,,Pythonodipsas
3411,Psammodynastes_pulverulentus,Psammodynastes,,Psammodynastes
3412,Psammodynastes_pictus,Psammodynastes,,Psammodynastes
3413,Buhoma_depressiceps,Buhoma,,Buhoma
3414,Buhoma_procterae,Buhoma,,Buhoma
3415,Inyoka_swazicus,Inyoka,,Inyoka
3416,Hormonotus_modestus,Hormonotus,,Hormonotus
3417,Gonionotophis_nyassae,Gonionotophis,,Gonionotophis
3418,Gonionotophis_brussauxi,Gonionotophis,,Gonionotophis
3419,Gonionotophis_stenophthalmus,Gonionotophis,,Gonionotophis
3420,Gonionotophis_poensis,Gonionotophis,,Gonionotophis
3421,Gonionotophis_capensis,Gonionotophis,,Gonionotophis
3422,Lycophidion_nigromaculatum,Lycophidion,,Lycophidion
3423,Lycophidion_laterale,Lycophidion,,Lycophidion
3424,Lycophidion_capense,Lycophidion,,Lycophidion
3425,Lycophidion_ornatum,Lycophidion,,Lycophidion
3426,Pseudoboodon_lemniscatus,Pseudoboodon,,Pseudoboodon
3427,Bothrolycus_ater,Bothrolycus,,Bothrolycus
3428,Bothrophthalmus_brunneus,Bothrophthalmus,,Bothrophthalmus
3429,Bothrophthalmus_lineatus,Bothrophthalmus,,Bothrophthalmus
3430,Boaedon_virgatus,Boaedon,,Boaedon
3431,Boaedon_olivaceus,Boaedon,,Boaedon
3432,Boaedon_fuliginosus,Boaedon,,Boaedon
3433,Boaedon_lineatus,Boaedon,,Boaedon
3434,Lamprophis_guttatus,Lamprophis,,Lamprophis
3435,Lamprophis_fuscus,Lamprophis,,Lamprophis
3436,Lamprophis_aurora,Lamprophis,,Lamprophis
3437,Lamprophis_fiskii,Lamprophis,,Lamprophis
3438,Lycodonomorphus_inornatus,Lycodonomorphus,,Lycodonomorphus
3439,Lycodonomorphus_rufulus,Lycodonomorphus,,Lycodonomorphus
3440,Lycodonomorphus_laevissimus,Lycodonomorphus,,Lycodonomorphus
3441,Lycodonomorphus_whytii,Lycodonomorphus,,Lycodonomorphus
3442,Amplorhinus_multimaculatus,Amplorhinus,,Amplorhinus
3443,Duberria_variegata,Duberria,,Duberria
3444,Duberria_lutrix,Duberria,,Duberria
3445,Ditypophis_vivax,Ditypophis,,Ditypophis
3446,Compsophis_infralineatus,Compsophis,,Compsophis
3447,Compsophis_laphystius,Compsophis,,Compsophis
3448,Compsophis_albiventris,Compsophis,,Compsophis
3449,Compsophis_boulengeri,Compsophis,,Compsophis
3450,Alluaudina_bellyi,Alluaudina,,Alluaudina
3451,Parastenophis_betsileanus,Parastenophis,,Parastenophis
3452,Leioheterodon_geayi,Leioheterodon,,Leioheterodon
3453,Leioheterodon_modestus,Leioheterodon,,Leioheterodon
3454,Leioheterodon_madagascariensis,Leioheterodon,,Leioheterodon
3455,Langaha_madagascariensis,Langaha,,Langaha
3456,Micropisthodon_ochraceus,Micropisthodon,,Micropisthodon
3457,Ithycyphus_miniatus,Ithycyphus,,Ithycyphus
3458,Ithycyphus_oursi,Ithycyphus,,Ithycyphus
3459,Madagascarophis_meridionalis,Madagascarophis,,Madagascarophis
3460,Madagascarophis_colubrinus,Madagascarophis,,Madagascarophis
3461,Lycodryas_inornatus,Lycodryas,,Lycodryas
3462,Lycodryas_citrinus,Lycodryas,,Lycodryas
3463,Lycodryas_maculatus,Lycodryas,,Lycodryas
3464,Lycodryas_inopinae,Lycodryas,,Lycodryas
3465,Lycodryas_pseudogranuliceps,Lycodryas,,Lycodryas
3466,Lycodryas_granuliceps,Lycodryas,,Lycodryas
3467,Dromicodryas_quadrilineatus,Dromicodryas,,Dromicodryas
3468,Dromicodryas_bernieri,Dromicodryas,,Dromicodryas
3469,Thamnosophis_infrasignatus,Thamnosophis,,Thamnosophis
3470,Thamnosophis_stumpffi,Thamnosophis,,Thamnosophis
3471,Thamnosophis_lateralis,Thamnosophis,,Thamnosophis
3472,Thamnosophis_epistibes,Thamnosophis,,Thamnosophis
3473,Thamnosophis_martae,Thamnosophis,,Thamnosophis
3474,Heteroliodon_occipitalis,Heteroliodon,,Heteroliodon
3475,Pseudoxyrhopus_ambreensis,Pseudoxyrhopus,,Pseudoxyrhopus
3476,Liopholidophis_dimorphus,Liopholidophis,,Liopholidophis
3477,Liopholidophis_sexlineatus,Liopholidophis,,Liopholidophis
3478,Liopholidophis_dolicocercus,Liopholidophis,,Liopholidophis
3479,Liophidium_rhodogaster,Liophidium,,Liophidium
3480,Liophidium_therezieni,Liophidium,,Liophidium
3481,Liophidium_vaillanti,Liophidium,,Liophidium
3482,Liophidium_torquatum,Liophidium,,Liophidium
3483,Liophidium_mayottensis,Liophidium,,Liophidium
3484,Liophidium_chabaudi,Liophidium,,Liophidium
3485,Micrelaps_bicoloratus,Micrelaps,,Micrelaps
3486,Oxyrhabdium_leporinum,Oxyrhabdium,,Oxyrhabdium
3487,Calliophis_bivirgata,Calliophis,,Calliophis
3488,Calliophis_melanurus,Calliophis,,Calliophis
3489,Micruroides_euryxanthus,Micruroides,,Micruroides
3490,Sinomicrurus_japonicus,Sinomicrurus,,Sinomicrurus
3491,Sinomicrurus_macclellandi,Sinomicrurus,,Sinomicrurus
3492,Sinomicrurus_kelloggi,Sinomicrurus,,Sinomicrurus
3493,Micrurus_corallinus,Micrurus,,Micrurus
3494,Micrurus_fulvius,Micrurus,,Micrurus
3495,Micrurus_diastema,Micrurus,,Micrurus
3496,Micrurus_psyches,Micrurus,,Micrurus
3497,Micrurus_albicinctus,Micrurus,,Micrurus
3498,Micrurus_narduccii,Micrurus,,Micrurus
3499,Micrurus_surinamensis,Micrurus,,Micrurus
3500,Micrurus_hemprichii,Micrurus,,Micrurus
3501,Micrurus_lemniscatus,Micrurus,,Micrurus
3502,Micrurus_mipartitus,Micrurus,,Micrurus
3503,Micrurus_dissoleucus,Micrurus,,Micrurus
3504,Micrurus_decoratus,Micrurus,,Micrurus
3505,Micrurus_pyrrhocryptus,Micrurus,,Micrurus
3506,Micrurus_baliocoryphus,Micrurus,,Micrurus
3507,Micrurus_altirostris,Micrurus,,Micrurus
3508,Micrurus_ibiboboca,Micrurus,,Micrurus
3509,Micrurus_spixii,Micrurus,,Micrurus
3510,Micrurus_brasiliensis,Micrurus,,Micrurus
3511,Micrurus_frontalis,Micrurus,,Micrurus
3512,Hemibungarus_calligaster,Hemibungarus,,Hemibungarus
3513,Ophiophagus_hannah,Ophiophagus,,Ophiophagus
3514,Dendroaspis_polylepis,Dendroaspis,,Dendroaspis
3515,Dendroaspis_angusticeps,Dendroaspis,,Dendroaspis
3516,Aspidelaps_scutatus,Aspidelaps,,Aspidelaps
3517,Walterinnesia_aegyptia,Walterinnesia,,Walterinnesia
3518,Hemachatus_haemachatus,Hemachatus,,Hemachatus
3519,Naja_mandalayensis,Naja,,Naja
3520,Naja_sumatrana,Naja,,Naja
3521,Naja_siamensis,Naja,,Naja
3522,Naja_kaouthia,Naja,,Naja
3523,Naja_atra,Naja,,Naja
3524,Naja_naja,Naja,,Naja
3525,Naja_multifasciata,Naja,,Naja
3526,Naja_melanoleuca,Naja,,Naja
3527,Naja_annulata,Naja,,Naja
3528,Naja_nivea,Naja,,Naja
3529,Naja_annulifera,Naja,,Naja
3530,Naja_haje,Naja,,Naja
3531,Naja_pallida,Naja,,Naja
3532,Naja_nubiae,Naja,,Naja
3533,Naja_katiensis,Naja,,Naja
3534,Naja_mossambica,Naja,,Naja
3535,Naja_nigricollis,Naja,,Naja
3536,Naja_ashei,Naja,,Naja
3537,Elapsoidea_nigra,Elapsoidea,,Elapsoidea
3538,Elapsoidea_sundevallii,Elapsoidea,,Elapsoidea
3539,Elapsoidea_semiannulata,Elapsoidea,,Elapsoidea
3540,Bungarus_flaviceps,Bungarus,,Bungarus
3541,Bungarus_bungaroides,Bungarus,,Bungarus
3542,Bungarus_fasciatus,Bungarus,,Bungarus
3543,Bungarus_sindanus,Bungarus,,Bungarus
3544,Bungarus_caeruleus,Bungarus,,Bungarus
3545,Bungarus_ceylonicus,Bungarus,,Bungarus
3546,Bungarus_niger,Bungarus,,Bungarus
3547,Bungarus_multicinctus,Bungarus,,Bungarus
3548,Bungarus_candidus,Bungarus,,Bungarus
3549,Laticauda_laticaudata,Laticauda,,Laticauda
3550,Laticauda_saintgironsi,Laticauda,,Laticauda
3551,Laticauda_guineai,Laticauda,,Laticauda
3552,Laticauda_colubrina,Laticauda,,Laticauda
3553,Micropechis_ikaheka,Micropechis,,Micropechis
3554,Toxicocalamus_loriae,Toxicocalamus,,Toxicocalamus
3555,Toxicocalamus_preussi,Toxicocalamus,,Toxicocalamus
3556,Demansia_vestigiata,Demansia,,Demansia
3557,Demansia_papuensis,Demansia,,Demansia
3558,Demansia_psammophis,Demansia,,Demansia
3559,Cacophis_squamulosus,Cacophis,,Cacophis
3560,Furina_ornata,Furina,,Furina
3561,Furina_diadema,Furina,,Furina
3562,Aspidomorphus_schlegeli,Aspidomorphus,,Aspidomorphus
3563,Aspidomorphus_lineaticollis,Aspidomorphus,,Aspidomorphus
3564,Elapognathus_coronatus,Elapognathus,,Elapognathus
3565,Cryptophis_nigrescens,Cryptophis,,Cryptophis
3566,Rhinoplocephalus_bicolor,Rhinoplocephalus,,Rhinoplocephalus
3567,Suta_fasciata,Suta,,Suta
3568,Parasuta_monachus,Parasuta,,Parasuta
3569,Suta_suta,Suta,,Suta
3570,Parasuta_spectabilis,Parasuta,,Parasuta
3571,Acanthophis_antarcticus,Acanthophis,,Acanthophis
3572,Acanthophis_praelongus,Acanthophis,,Acanthophis
3573,Pseudechis_porphyriacus,Pseudechis,,Pseudechis
3574,Pseudechis_australis,Pseudechis,,Pseudechis
3575,Pseudechis_butleri,Pseudechis,,Pseudechis
3576,Pseudechis_colletti,Pseudechis,,Pseudechis
3577,Pseudechis_guttatus,Pseudechis,,Pseudechis
3578,Pseudechis_papuanus,Pseudechis,,Pseudechis
3579,Denisonia_devisi,Denisonia,,Denisonia
3580,Pseudonaja_modesta,Pseudonaja,,Pseudonaja
3581,Pseudonaja_textilis,Pseudonaja,,Pseudonaja
3582,Oxyuranus_microlepidotus,Oxyuranus,,Oxyuranus
3583,Oxyuranus_scutellatus,Oxyuranus,,Oxyuranus
3584,Brachyurophis_semifasciatus,Brachyurophis,,Brachyurophis
3585,Simoselaps_anomalus,Simoselaps,,Simoselaps
3586,Simoselaps_bertholdi,Simoselaps,,Simoselaps
3587,Aspidomorphus_muelleri,Aspidomorphus,,Aspidomorphus
3588,Vermicella_calonotus,Vermicella,,Vermicella
3589,Vermicella_intermedia,Vermicella,,Vermicella
3590,Echiopsis_curta,Echiopsis,,Echiopsis
3591,Drysdalia_coronoides,Drysdalia,,Drysdalia
3592,Drysdalia_mastersii,Drysdalia,,Drysdalia
3593,Austrelaps_superbus,Austrelaps,,Austrelaps
3594,Austrelaps_labialis,Austrelaps,,Austrelaps
3595,Hoplocephalus_bitorquatus,Hoplocephalus,,Hoplocephalus
3596,Paroplocephalus_atriceps,Paroplocephalus,,Paroplocephalus
3597,Tropidechis_carinatus,Tropidechis,,Tropidechis
3598,Notechis_scutatus,Notechis,,Notechis
3599,Hemiaspis_damelii,Hemiaspis,,Hemiaspis
3600,Hemiaspis_signata,Hemiaspis,,Hemiaspis
3601,Emydocephalus_annulatus,Emydocephalus,,Emydocephalus
3602,Aipysurus_eydouxii,Aipysurus,,Aipysurus
3603,Aipysurus_fuscus,Aipysurus,,Aipysurus
3604,Aipysurus_laevis,Aipysurus,,Aipysurus
3605,Aipysurus_duboisii,Aipysurus,,Aipysurus
3606,Aipysurus_apraefrontalis,Aipysurus,,Aipysurus
3607,Ephalophis_greyae,Ephalophis,,Ephalophis
3608,Parahydrophis_mertoni,Parahydrophis,,Parahydrophis
3609,Hydrelaps_darwiniensis,Hydrelaps,,Hydrelaps
3610,Hydrophis_elegans,Hydrophis,,Hydrophis
3611,Hydrophis_stokesii,Hydrophis,,Hydrophis
3612,Hydrophis_czeblukovi,Hydrophis,,Hydrophis
3613,Hydrophis_schistosus,Hydrophis,,Hydrophis
3614,Hydrophis_major,Hydrophis,,Hydrophis
3615,Hydrophis_ornatus,Hydrophis,,Hydrophis
3616,Acalyptophis_peronii,Acalyptophis,,Acalyptophis
3617,Hydrophis_macdowelli,Hydrophis,,Hydrophis
3618,Hydrophis_kingii,Hydrophis,,Hydrophis
3619,Hydrophis_atriceps,Hydrophis,,Hydrophis
3620,Hydrophis_brooki,Hydrophis,,Hydrophis
3621,Hydrophis_caerulescens,Hydrophis,,Hydrophis
3622,Hydrophis_curtus,Hydrophis,,Hydrophis
3623,Hydrophis_platurus,Hydrophis,,Hydrophis
3624,Hydrophis_lapemoides,Hydrophis,,Hydrophis
3625,Hydrophis_spiralis,Hydrophis,,Hydrophis
3626,Hydrophis_semperi,Hydrophis,,Hydrophis
3627,Hydrophis_pacificus,Hydrophis,,Hydrophis
3628,Hydrophis_cyanocinctus,Hydrophis,,Hydrophis
3629,Hydrophis_parviceps,Hydrophis,,Hydrophis
3630,Hydrophis_melanocephalus,Hydrophis,,Hydrophis
3631,Scaphiodontophis_annulatus,Scaphiodontophis,,Scaphiodontophis
3632,Sibynophis_bistrigatus,Sibynophis,,Sibynophis
3633,Sibynophis_subpunctatus,Sibynophis,,Sibynophis
3634,Sibynophis_triangularis,Sibynophis,,Sibynophis
3635,Sibynophis_collaris,Sibynophis,,Sibynophis
